0.61701,0.71918,0.71215,0.53332,0.66907,0.66749,0.38721,0.51962,0.58859,0.31066,0.44228,0.48182
0.26893,0.37693,0.35246,0.31688,0.42401,0.40769,0.19509,0.23603,0.27211,0.22221,0.30168,0.34552
0.45241,0.55999,0.55774,0.4779,0.62872,0.61656,0.22871,0.35902,0.42514,0.27032,0.41182,0.47162
0.71203,0.77237,0.76379,0.42756,0.53175,0.53152,0.46228,0.62386,0.65705,0.26664,0.40812,0.42239
0.53816,0.61486,0.61664,0.5519,0.66483,0.65243,0.31128,0.4652,0.51786,0.37155,0.51505,0.5463
0.45531,0.53365,0.52674,0.59303,0.68837,0.69867,0.22612,0.37141,0.40882,0.34248,0.50587,0.51509
0.37439,0.44881,0.43942,0.49846,0.60555,0.60068,0.2534,0.3413,0.36472,0.25912,0.37862,0.40456
0.49423,0.65895,0.65151,0.53321,0.70872,0.69869,0.2632,0.46891,0.51529,0.28264,0.50822,0.5427
0.40634,0.4827,0.481,0.43538,0.47796,0.50809,0.27579,0.34825,0.41333,0.27189,0.38092,0.41081
0.40101,0.48962,0.47774,0.43598,0.52505,0.52422,0.2663,0.34613,0.3818,0.25531,0.36058,0.38144
0.28617,0.31507,0.29606,0.39473,0.49721,0.48611,0.090297,0.21154,0.22465,0.19454,0.27156,0.29568
0.43726,0.54069,0.53461,0.56037,0.71268,0.71278,0.21752,0.37548,0.41925,0.2738,0.47477,0.54423
0.49761,0.5872,0.59378,0.53954,0.66137,0.66066,0.28823,0.43845,0.45983,0.3449,0.44584,0.46998
0.48643,0.58533,0.57143,0.55683,0.68915,0.68774,0.25659,0.39537,0.41974,0.28563,0.44063,0.47814
0.50113,0.59638,0.58144,0.43611,0.55656,0.544,0.26765,0.42472,0.48405,0.24124,0.39465,0.42198
0.56353,0.66061,0.65957,0.44554,0.58858,0.58325,0.3356,0.50942,0.52737,0.25524,0.39442,0.41417
0.35184,0.42942,0.45684,0.38646,0.4746,0.46905,0.15208,0.26105,0.28113,0.21609,0.3063,0.3472
0.44918,0.5557,0.54422,0.45753,0.58424,0.57073,0.22162,0.39767,0.41366,0.23829,0.38199,0.40264
0.51972,0.60886,0.61026,0.40963,0.55262,0.54279,0.24223,0.42995,0.46844,0.22184,0.36715,0.39814
0.52166,0.63229,0.62715,0.50259,0.61725,0.62182,0.24702,0.41308,0.45515,0.28222,0.4409,0.46082
0.47969,0.59453,0.60098,0.51998,0.64081,0.64978,0.26895,0.42473,0.4673,0.33896,0.43616,0.47649
0.29211,0.36492,0.34747,0.43347,0.51741,0.52591,0.19333,0.26806,0.28999,0.24433,0.37033,0.37749
0.43414,0.51428,0.50864,0.41923,0.52743,0.53149,0.21396,0.33606,0.37673,0.21205,0.33738,0.36237
0.45111,0.51768,0.50659,0.53945,0.63492,0.63558,0.24806,0.3837,0.42439,0.33242,0.4512,0.47667
0.64393,0.73546,0.72838,0.41223,0.5549,0.53882,0.36365,0.51555,0.56717,0.23041,0.378,0.40927
0.46299,0.55495,0.55719,0.50977,0.61852,0.61719,0.27055,0.3663,0.41424,0.31023,0.42512,0.45611
0.31492,0.35841,0.36821,0.5172,0.63642,0.62067,0.12524,0.27459,0.28769,0.25546,0.37529,0.44392
0.35948,0.53193,0.55379,0.39496,0.50139,0.49932,0.16774,0.28408,0.31923,0.23779,0.32379,0.34988
0.45239,0.55719,0.55509,0.50952,0.61262,0.6112,0.25702,0.37555,0.40795,0.29453,0.41414,0.42568
0.50353,0.61561,0.59755,0.52426,0.61445,0.61302,0.31593,0.43768,0.4923,0.30633,0.42913,0.46204
0.49271,0.58113,0.57413,0.37617,0.48437,0.46955,0.25816,0.4238,0.44697,0.2077,0.34817,0.3666
0.39793,0.45901,0.45954,0.36748,0.46958,0.44059,0.23793,0.32698,0.36506,0.2686,0.28554,0.34222
0.43901,0.53056,0.52376,0.57524,0.67511,0.67613,0.26341,0.38674,0.41282,0.31704,0.50423,0.53505
0.47926,0.58384,0.57984,0.42402,0.54778,0.53658,0.24324,0.44663,0.45852,0.21181,0.3261,0.34047
0.63993,0.72306,0.72545,0.46102,0.55139,0.55628,0.38977,0.5193,0.57219,0.24362,0.38268,0.41363
0.483,0.56165,0.54981,0.50804,0.64873,0.64351,0.25932,0.38624,0.43233,0.2751,0.42023,0.47276
0.27457,0.35903,0.36433,0.51767,0.61847,0.62299,0.16499,0.28622,0.28923,0.215,0.46976,0.48382
0.28965,0.33549,0.33997,0.36726,0.4832,0.47441,0.10738,0.22796,0.26651,0.19935,0.30478,0.32934
0.63797,0.75774,0.75142,0.54441,0.69128,0.68806,0.35764,0.52806,0.58719,0.31885,0.48366,0.52729
0.27415,0.32034,0.31187,0.47214,0.55287,0.5607,0.11206,0.23082,0.24322,0.22135,0.33855,0.39404
0.52614,0.63375,0.6245,0.46983,0.59203,0.58332,0.27024,0.46934,0.51138,0.28176,0.39583,0.44246
0.52249,0.59991,0.60115,0.53253,0.698,0.68967,0.23446,0.41584,0.45958,0.24038,0.47846,0.51095
0.48336,0.59713,0.59277,0.47031,0.63763,0.63435,0.25117,0.4135,0.4553,0.29183,0.4036,0.43783
0.41042,0.51304,0.50796,0.51982,0.62082,0.61241,0.28755,0.37299,0.42219,0.27577,0.45654,0.50766
0.49085,0.58384,0.58226,0.42432,0.53981,0.55307,0.24961,0.40022,0.43742,0.22561,0.35221,0.3831
