0.042704,0.048998,0.065704,0.22833,0.29064,0.32092,0.015221,0.013143,0.020158,0.066728,0.12915,0.14015
0.031347,0.047628,0.051726,0.20784,0.29446,0.31805,0.018479,0.0089329,0.018931,0.058299,0.10993,0.12013
0.025662,0.02948,0.046898,0.14801,0.21335,0.22459,0.0079167,0.0012704,0.0083397,0.053604,0.086956,0.092995
0.03183,0.037918,0.053667,0.17693,0.24565,0.2683,0.0042745,0.0084208,0.007893,0.050449,0.10015,0.10633
0.026041,0.022778,0.04075,0.13381,0.19191,0.21985,0.011467,0.0095098,0.015819,0.040959,0.056763,0.068983
0.033449,0.046933,0.057218,0.18667,0.25496,0.27711,0.0082516,0.012894,0.013077,0.054106,0.077578,0.096621
0.073574,0.088163,0.11633,0.17355,0.23487,0.27873,0.017802,0.016044,0.024189,0.065853,0.086502,0.099534
0.028465,0.033368,0.04891,0.15638,0.20051,0.23342,0.0065741,0.0024876,0.0032905,0.055296,0.07715,0.091023
0.031907,0.062019,0.068141,0.19385,0.25033,0.28869,0.012678,0.02666,0.02679,0.054219,0.079877,0.095166
0.063691,0.067217,0.092896,0.19071,0.25519,0.29041,0.014397,0.0023179,0.01309,0.052047,0.086863,0.098318
0.030692,0.030811,0.050115,0.11606,0.1749,0.18981,0.013587,0.0037708,0.015344,0.040332,0.084412,0.093037
0.016801,0.024333,0.040885,0.14548,0.22629,0.24666,0.0081558,0.011806,0.0125,0.0385,0.080041,0.086942
0.028565,0.025985,0.044383,0.13405,0.20054,0.22251,-0.0005584,0.0059916,0.0051932,0.049431,0.083536,0.093909
0.049698,0.048907,0.070683,0.14316,0.17778,0.21952,0.0051776,0.0038204,0.0085048,0.044528,0.051653,0.063092
0.079973,0.10933,0.13678,0.22472,0.3098,0.33963,0.028256,0.039886,0.046413,0.080984,0.11104,0.1256
0.022289,0.042779,0.048951,0.17456,0.23071,0.25781,0.0038885,0.00030099,-0.00051483,0.045872,0.064629,0.06987
0.046068,0.058548,0.084926,0.21727,0.29562,0.317,0.014403,0.0099626,0.0187,0.081196,0.10073,0.12022
0.019403,0.022776,0.040164,0.17114,0.21112,0.23687,0.0012877,-0.00086362,0.00065322,0.050668,0.088977,0.094082
0.026936,0.031925,0.053616,0.185,0.27187,0.29915,0.00017986,-0.001587,-0.00078912,0.05161,0.096719,0.10744
0.027674,0.04447,0.05611,0.12299,0.17721,0.19863,0.0091318,0.013524,0.016825,0.040064,0.075847,0.078373
